,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
3286,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2642-rosario-in-miraflores-lima-lima-stella-inmobiliaria,ROSARIO IN,-12.115354968790566,-77.03758365755748,calle el rosario 342 -346 urb el rosario,Miraflores,En planos,"31 de Diciembre, 2025",Banco BCP,"['Boulevard peatonal', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",duplex,TIPO9,Piso: 5,3,139.57 m2,"$ 322,097"
548,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2059-escala-la-victoria-lima-lima-paz,Escala,-12.088630566721406,-77.01416105440742,Avenida Galvez Barrenechea 200,La Victoria,Entrega inmediata,"30 de Noviembre, 2023",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Parrillas']",flat,9,Pisos: Entre 4 al 27,2,72.97 m2,"S/ 477,768"
2858,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2462-duetto-846-pueblo-libre-lima-lima-cantabria,Duetto 846,-12.0638907,-77.07095489999999,Av. Alejandro Bertello 846,Cercado de lima,En construcción,"31 de Julio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Karaoke', 'Lobby', 'Piscina', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,TIPO 8,"Pisos: 4, 6, 8",3,59.65 m2,"S/ 420,000"
1910,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,Sauco,-12.089912318734548,-77.01939531970038,Av. Javier Prado Este 1091,La Victoria,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,"SAU-A-402,602,1202,1802,2402,3002",Piso: 4,2,57.20 m2,"S/ 419,128"
256,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3372-residencial-lobo-san-borja-lima-lima-grupo-dicon,RESIDENCIAL LOBO,-12.106591,-76.9846506,Jr Hrno Lobo N°511 Esquina con Av Velasco Astete,San Borja,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Areas verdes', 'Lobby', 'Otros']",flat,TIPO 1-A,Piso:,3,197.34 m2,"$ 314,164"
4147,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2725-distrito-34-etapa-2-surquillo-lima-lima-grupo-lar,DISTRITO 34 - ETAPA 2,-12.1040361,-77.0184555,Av. República de Panamá 4077,Surquillo,En construcción,"31 de Diciembre, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,A2,Pisos: Entre 2 al 11,2,67.64 m2,"S/ 500,574"
2669,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar,Hara (Etapa 5),-12.0811666,-77.01201929999999,"Calle Fermin tanguis 160, La victoria",La Victoria,En construcción,"30 de Septiembre, 2025",Banco BANBIF,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de cine', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X04-C,Pisos: Entre 5 al 17,2,55.30 m2,"S/ 410,377"
1025,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3219-taller-miraflores-lima-lima-paz,Taller,-12.1129038,-77.0465743,CALLE TORIBIO POLO 450,Miraflores,En planos,"31 de Julio, 2026",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Zona de Parrillas']",flat,12,"Pisos: 3, 6, 9",2,66.36 m2,"S/ 615,644"
6175,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2756-benavides-30-miraflores-lima-lima-citia,BENAVIDES 30,-12.1290823,-77.0021289,Av. Benavides 3066,Miraflores,En planos,"15 de Septiembre, 2025",BBVA,"['Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,3A,Pisos: 16 y 19,2,64.92 m2,"S/ 497,950"
174,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3184-anturio-lince-lima-lima-abril-grupo-inmobiliario,Anturio,-12.0904655,-77.03665360000001,Jr. Mariscal Miller 2648,Lince,En construcción,"31 de Mayo, 2025",BBVA,"['Lobby', 'Otros']",flat,ANT X4,"Pisos: 1, 2, 4, 5",2,80.09 m2,"$ 220,169"
4148,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2725-distrito-34-etapa-2-surquillo-lima-lima-grupo-lar,DISTRITO 34 - ETAPA 2,-12.1040361,-77.0184555,Av. República de Panamá 4077,Surquillo,En construcción,"31 de Diciembre, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,A3,Pisos: Entre 2 al 8,1,50.67 m2,"S/ 412,504"
5297,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3215-urban-heights-miraflores-lima-lima-edifica,Urban Heights,-12.1289342,-77.0225608,Avenida Paseo De La Republica 6143,Miraflores,En planos,"01 de Junio, 2026",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Otros']",flat,A3,Pisos: Entre 3 al 20,1,40.09 m2,"S/ 411,099"
823,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1689-muv-santiago-de-surco-lima-lima-arquimia,MUV,-12.101978647090483,-76.96451699244943,"Av. Nicolas Rodrigo 250, Monterrico",Santiago De Surco,Entrega inmediata,"30 de Abril, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Boulevard peatonal', 'Cancha de Squash', 'Cancha de Tenis', 'Club House', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Sauna', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 3A,"Pisos: 2, 4, 6, 7",3,90.19 m2,"S/ 819,446"
5944,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2256-edificio-portofino-miraflores-lima-lima-c-&-v-grupo-inmobiliario,Edificio Portofino,-12.1181942,-77.0425557,"Av. Santa Cruz 1550, Miraflores",Miraflores,Entrega inmediata,"30 de Agosto, 2024",BBVA,"['Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,1008,Piso: 10,2,97.55 m2,"$ 223,000"
3369,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2424-barranco-urbano-barranco-lima-lima-constructora-inmobiliaria-multidepas,BARRANCO URBANO,-12.1442819,-77.0145915,Av Jorge Chavez 451,Barranco,En construcción,"01 de Octubre, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Minimarket', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,TIPO N,Piso: 20,2,90.00 m2,"S/ 536,000"
2060,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2253-invent-tirado-cercado-de-lima-lima-lima-invent,Invent Tirado,-12.073761134153749,-77.03228114034893,Tirado 629,Cercado de lima,En construcción,"31 de Diciembre, 2023",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",duplex,8 - I,Piso: 22,3,144.68 m2,"S/ 952,117"
2674,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar,Hara (Etapa 5),-12.0811666,-77.01201929999999,"Calle Fermin tanguis 160, La victoria",La Victoria,En construcción,"30 de Septiembre, 2025",Banco BANBIF,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de cine', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X04-E,Pisos: 23 y 24,2,57.78 m2,"S/ 396,301"
759,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2211-roosevelt-5591-miraflores-lima-lima-v&v-grupo-inmobiliario,ROOSEVELT 5591,-12.119809631210227,-77.01812982114635,Av. Roosevelt 5591 - miraflores,Miraflores,En construcción,"31 de Octubre, 2024",Banco Scotiabank,"['Piscina', 'Sala Bar', 'Salon Gourmet', 'Zona de Parrillas']",flat,Tipo 07,Piso: 12,3,84.14 m2,"S/ 688,000"
6313,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2334-vallejo-living-lince-lima-lima-grupo-t&c,VALLEJO LIVING,-12.08848847059408,-77.03599997181387,Av. Cesar Vallejo 320,Lince,En construcción,"30 de Junio, 2025",Financiamiento Propio,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,TIPO 13,Piso: 1,1,33.25 m2,"S/ 254,696"
5485,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3323-aramburu-living-san-isidro-lima-lima-grupo-t&c,ARAMBURU LIVING,-12.102394,-77.0248317,Av. Aramburú 535. San Isidro,San Isidro,En planos,"30 de Abril, 2027",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,9A,Piso: 1,1,46.48 m2,"S/ 334,426"
513,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2847-zendai-la-victoria-lima-lima-grupo-lar,ZENDAI,-12.0819166,-77.0120994,Jiron Francisco Graña 153,La Victoria,En construcción,"31 de Diciembre, 2025",Banco BANBIF,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Terraza', 'Otros']",flat,3Da,Pisos: Entre 17 al 27,3,72.50 m2,"S/ 466,510"
2581,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2164-thu-miraflores-lima-lima-cantabria,Thu,-12.117073618264442,-77.04038586442256,Calle Enrique Palacios 1133,Miraflores,En construcción,"30 de Mayo, 2024","BBVA, Otros","['Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Zona de Parrillas']",flat,TIPO 5,"Pisos: 2, 3, 9",1,60.99 m2,"S/ 635,000"
4196,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 105,Piso: 1,2,66.84 m2,"S/ 488,000"
2905,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2803-edificio-nitoa-5-surquillo-lima-lima-vitain,Edificio Nitoa 5,-12.103599,-77.02185490000001,Calle Las Gaviotas 173,Surquillo,En construcción,"31 de Enero, 2025",Banco Scotiabank,"['Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 2,Piso: 10,3,65.52 m2,"S/ 525,000"
3220,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1914-nius-magdalena-del-mar-lima-lima-grupo-t&c,NIUS,-12.0903598,-77.0657035,"Av. Javier Prado Oeste 140, Magdalena del Mar, Lima, Perú.",Magdalena Del Mar,En construcción,"30 de Septiembre, 2024",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,TIPO 5 B,Piso: 19,1,45.17 m2,"S/ 390,671"
5827,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2037-pueblo-libre-pueblo-libre-lima-lima-ee-inmobiliaria,Pueblo Libre,-12.0837528,-77.0658852,Av. La Marina 449,Pueblo Libre,Entrega inmediata,"29 de Febrero, 2024",Banco BANBIF,['Lobby'],flat,701,Piso: 7,3,80.97 m2,"S/ 496,000"
3255,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2583-top-818-surquillo-lima-lima-inhouse,TOP 818,-12.1191429,-77.00485929999999,Av principal 818,Surquillo,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,1401,Piso: 14,1,36.83 m2,"S/ 305,092"
5495,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2316-inizzio-santiago-de-surco-lima-lima-sembra-inmobiliaria,INIZZIO,-12.1137096,-76.99237699999999,Caminos del Inca 236,Santiago De Surco,En construcción,"30 de Septiembre, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,T-4,Piso: 5,1,40.03 m2,"S/ 415,000"
3009,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2348-alto-gaviotas-chorrillos-lima-lima-stella-inmobiliaria,ALTO GAVIOTAS,-12.1788129,-77.0067524,Av las Gaviotas 440 - Chorrillos.,Chorrillos,Entrega inmediata,"20 de Julio, 2024",Banco BCP,"['Boulevard peatonal', 'Lobby', 'Minimarket', 'Piscina', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,T2 X01,Pisos: Entre 2 al 9,2,59.00 m2,"S/ 371,000"
6480,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2495-strada-miraflores-lima-lima-valico,Strada,-12.1099367,-77.0379923,Lord Nelson 130,Miraflores,Entrega inmediata,"30 de Noviembre, 2023",Banco BCP,[],duplex,904,Piso: 9,2,165.53 m2,"$ 326,700"
2390,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2868-residencial-halcones-iii-surquillo-lima-lima-oled-inmobiliaria,Residencial Halcones III,-12.1049211,-77.02208949999999,Calle Los Halcones #304,Surquillo,En construcción,"31 de Enero, 2025",Banco BCP,"['Área de juegos para niños', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO B,"Pisos: 8, 10, 11",3,82.70 m2,"S/ 636,000"
2613,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2649-brasil-1396-pueblo-libre-lima-lima-icasa-inmobiliaria,BRASIL 1396,-12.072784357951802,-77.05229001995158,Av. Brasil 1396,Pueblo Libre,En construcción,"31 de Mayo, 2025",Financiamiento Propio,"['Área de juegos para niños', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,MODELO 2K,Piso: 8,3,82.80 m2,"S/ 607,960"
4604,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,Central Home Chacarilla,-12.112760461149128,-76.99036037001652,Cl. Monterrey 319,Santiago De Surco,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 1302,Piso: 13,1,46.25 m2,"$ 99,000"
634,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3011-torre-castelo-cercado-de-lima-lima-lima-capac-asociados,TORRE CASTELO,-12.07758526037867,-77.03489898523888,"Teodoro Cardenas 244, Santa Beatriz",Cercado de lima,En planos,"31 de Octubre, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Lavandería']",flat,X04B,Piso: 20,2,56.25 m2,"S/ 355,789"
163,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3281-irgoyen-128-santiago-de-surco-lima-lima-sembra-inmobiliaria,Irgoyen 128,-12.1322314,-77.0173808,Pedro Irigoyen 128,Santiago De Surco,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,104,Piso: 1,3,118.00 m2,"S/ 823,300"
1013,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2410-hito-pueblo-libre-lima-lima-avenir-grupo-inmobiliario,HITO,-12.071739413407638,-77.06970118841005,Av. Simón Bolívar 1484,Pueblo Libre,Entrega inmediata,"30 de Junio, 2024",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO - X03 A,Piso: 2,3,76.50 m2,"S/ 570,000"
6011,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2232-mar-adriatico-san-miguel-lima-lima-procity,MAR ADRIATICO,-12.07394823255852,-77.09239034773563,Calle Intisuyo 317 San Miguel,San Miguel,En construcción,"30 de Diciembre, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,2 F,Piso: 20,2,71.90 m2,"S/ 447,450"
3550,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2780-dorue-surquillo-lima-lima-desarrolladora,DORUÉ,-12.108786,-77.0255908,"Av. Domingo Orué 230, Surquillo",Surquillo,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,10,Pisos: Entre 7 al 17,2,68.50 m2,"S/ 516,000"
5189,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2689-trivento-pueblo-libre-lima-lima-urbalima,TRIVENTO,-12.078120318952418,-77.06859828819913,Calle Eleazar Blanco 300,Pueblo Libre,En construcción,"31 de Octubre, 2024",Banco BANBIF,"['Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza']",flat,Tipo 14,Piso: 12,3,67.78 m2,"S/ 487,900"
6357,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1976-simplicity-santiago-de-surco-lima-lima-akamai,Simplicity,-12.0903598,-76.9735504,manuel olguin 485,Santiago De Surco,En construcción,"09 de Octubre, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de usos Múltiples', 'Sauna', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,12,Pisos: Entre 2 al 22,2,68.60 m2,"S/ 591,110"
1362,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2990-friendz-2-chorrillos-lima-lima-hl-desarrollos-inmobiliarios,Friendz 2,-12.175152772790474,-77.00200867335236,Jr. Andromeda Mz J Lote 3,Chorrillos,En construcción,"31 de Mayo, 2025",Banco Pichincha,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 3,Piso: 5,3,82.56 m2,"S/ 394,430"
2750,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3416-brick-reducto-984-miraflores-lima-lima-binda-y-asociados,Brick - Reducto 984,-12.1269738,-77.0245561,Av. Reducto 894,Miraflores,En planos,"30 de Septiembre, 2026",Banco Interbank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,E,Piso: 2,2,71.22 m2,"S/ 550,580"
3712,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2229-park-san-miguel-san-miguel-lima-lima-gdc-inmobiliaria,Park San Miguel,-12.084389867821978,-77.07961249358051,Jr. Gran Mariscal Ramon Castilla 740,San Miguel,Entrega inmediata,"31 de Enero, 2024",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Sauna', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,02E,"Pisos: 1, 2, 3",3,62.98 m2,"S/ 430,985"
4333,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3197-luzzo-family-homes-cerro-colorado-arequipa-arequipa-anden,LUZZO Family Homes,-16.3702875,-71.5564844,"JCHV+VCJ, Arequipa 04017",Cerro Colorado,En planos,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,S02,Piso: 1,2,62.02 m2,"$ 95,821"
1753,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2881-batallon-ayacucho-santiago-de-surco-lima-lima-constructora-framan,Batallón Ayacucho,-12.1241929,-76.98470209999999,av. caminos del inca 1396,Santiago De Surco,Entrega inmediata,"31 de Enero, 2024",BBVA,"['Areas verdes', 'Cuarto servicio', 'Lobby']",duplex,TIPO 9,Piso: 8,3,174.90 m2,"$ 265,000"
1255,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2717-parque-escardo-san-miguel-lima-lima-capac-asociados,Parque Escardó,-12.0784958,-77.0961743,"José Gabriel Aguilar 260, San Miguel",San Miguel,En planos,"31 de Julio, 2025",Banco Scotiabank,['Lobby'],flat,3A,Piso: 2,2,55.50 m2,"S/ 394,737"
2486,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3384-zentro-lince-lima-lima-central-inmobiliaria,ZENTRO,-12.0814558,-77.03416059999999,JR BARTOLOME HERRERA 250 LINCE,Lince,En planos,"31 de Diciembre, 2025",BBVA,"['Lobby', 'Sala de usos Múltiples', 'Terraza', 'Otros']",duplex,4,Piso: 15,3,137.00 m2,"S/ 682,000"
1703,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1785-pod-departamentos-miraflores-lima-lima-marcan,POD - Departamentos,-12.1166226,-77.04226249999999,Av. La Mar 352,Miraflores,Entrega inmediata,"31 de Diciembre, 2023",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,FLAT 1D B,Pisos: 7 y 9,1,62.81 m2,"S/ 595,000"
285,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1974-invent-chorrillos-chorrillos-lima-lima-invent,Invent Chorrillos,-12.1661626,-77.0245367,Calle José Olaya 225,Chorrillos,Entrega inmediata,"29 de Febrero, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 10,Pisos: Entre 6 al 12,1,38.30 m2,"S/ 233,352"
